LINEAR AT: tag	name	text	class	description	position (top-left x&y)	size (w&h)
label	Baby Justin Bieber.​mp4	Baby Justin Bieber.​mp4			(1793, 920)	(120, 34)
label	Home	Home			(1833, 1037)	(40, 17)
menu-item	Media	""			(76, 64)	(44, 20)
menu-item	Playback	""			(126, 64)	(62, 20)
menu-item	Audio	""			(194, 64)	(43, 20)
menu-item	Video	""			(243, 64)	(42, 20)
menu-item	Subtitle	""			(291, 64)	(55, 20)
menu-item	Tools	""			(352, 64)	(38, 20)
menu-item	View	""			(396, 64)	(37, 20)
menu-item	Help	""			(439, 64)	(36, 20)
label	--:--	""			(70, 1028)	(37, 18)
label	--:--	""			(1883, 1028)	(37, 18)
label	You can select local files with the following list and buttons.	""			(766, 447)	(458, 15)
push-button	Add...	""			(1144, 468)	(80, 24)
list-item	/dev/sg0	""			(0, 0)	(640, 15)
check-box	Show more options	""			(743, 713)	(138, 19)
push-button	Cancel	""			(1167, 739)	(80, 24)
label	Look in:	""			(684, 318)	(77, 24)
combo-box	/home/user	""			(767, 318)	(345, 24)
list-item	/home/user	""			(768, 319)	(456, 23)
push-button	Parent Directory	""			(1176, 318)	(23, 23)
push-button	Create New Folder	""			(1205, 318)	(23, 23)
push-button	List View	""			(1234, 318)	(23, 23)
push-button	Detail View	""			(1263, 318)	(23, 23)
list-item	Desktop	""			(779, 349)	(191, 26)
table-cell	Desktop	""			(779, 369)	(255, 18)
table-cell	Folder	""			(1097, 369)	(64, 18)
table-cell	25/11/2025 4:25 AM	""			(1161, 369)	(110, 18)
table-cell	Documents	""			(779, 387)	(255, 18)
table-cell	Folder	""			(1097, 387)	(64, 18)
table-cell	21/11/2025 12:06 AM	""			(1161, 387)	(110, 18)
table-cell	Downloads	""			(779, 405)	(255, 18)
table-cell	Folder	""			(1097, 405)	(64, 18)
table-cell	23/11/2025 1:16 AM	""			(1161, 405)	(110, 18)
table-cell	MathFunShortcut.desktop	""			(779, 423)	(255, 18)
table-cell	Folder	""			(1097, 423)	(64, 18)
table-cell	12/11/2025 6:11 PM	""			(1161, 423)	(110, 18)
table-cell	Music	""			(779, 441)	(255, 18)
table-cell	Folder	""			(1097, 441)	(64, 18)
table-cell	17/12/2023 2:46 PM	""			(1161, 441)	(110, 18)
table-cell	Pictures	""			(779, 459)	(255, 18)
table-cell	Folder	""			(1097, 459)	(64, 18)
table-cell	12/11/2025 6:09 PM	""			(1161, 459)	(110, 18)
table-cell	Public	""			(779, 477)	(255, 18)
table-cell	Folder	""			(1097, 477)	(64, 18)
table-cell	17/12/2023 2:46 PM	""			(1161, 477)	(110, 18)
table-cell	screenshots	""			(779, 495)	(255, 18)
table-cell	Folder	""			(1097, 495)	(64, 18)
table-cell	11/3/2024 3:04 PM	""			(1161, 495)	(110, 18)
table-cell	server	""			(779, 513)	(255, 18)
table-cell	Folder	""			(1097, 513)	(64, 18)
table-cell	19/11/2025 1:00 AM	""			(1161, 513)	(110, 18)
table-cell	snap	""			(779, 531)	(255, 18)
table-cell	Folder	""			(1097, 531)	(64, 18)
table-cell	30/1/2024 2:00 AM	""			(1161, 531)	(110, 18)
table-cell	Templates	""			(779, 549)	(255, 18)
table-cell	Folder	""			(1097, 549)	(64, 18)
table-cell	17/12/2023 2:46 PM	""			(1161, 549)	(110, 18)
table-cell	Videos	""			(779, 567)	(255, 18)
table-cell	Folder	""			(1097, 567)	(64, 18)
table-cell	17/12/2023 2:46 PM	""			(1161, 567)	(110, 18)
table-cell	fullvideo.mp4	""			(779, 585)	(255, 18)
table-cell	370.52 KiB	""			(1034, 585)	(63, 18)
table-cell	mp4 File	""			(1097, 585)	(64, 18)
table-cell	20/11/2025 5:14 PM	""			(1161, 585)	(110, 18)
table-cell	trimmed_video.mp4	""			(779, 603)	(255, 18)
table-cell	262 bytes	""			(1034, 603)	(63, 18)
table-cell	mp4 File	""			(1097, 603)	(64, 18)
table-cell	10/11/2025 5:57 AM	""			(1161, 603)	(110, 18)
list-item	Computer	""			(685, 349)	(88, 26)
list-item	user	""			(685, 375)	(88, 26)
label	File name:	""			(684, 654)	(77, 23)
text	File name:	Baby Justin Bieber.mp4			(767, 654)	(433, 23)
push-button	Cancel	""			(1206, 684)	(80, 24)
label	Files of type:	""			(684, 688)	(77, 15)
